account_id,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,account_status,prior_renewal_rate,prior_rate_mean,prior_rate_last,paid_claims_2025,process_cv
ACC01110,R39,Healthcare,319,2611803.92,1.4833,1.00–1.49,12,Active,1.0,8.333333333333334,25,2180873.52,0.16588904849731645
ACC01111,R04,Logistics,74,559568.41,0.418,0.15–0.49,1,Active,0.6666666666666666,15.0,10,99533.76,0.32778153555858547
ACC01112,R10,Healthcare,89,520090.48,0.276,0.15–0.49,4,Active,0.6666666666666666,10.0,10,151880.41,0.273603375773319
ACC01113,R19,Professional services,104,607343.91,0.3956,0.15–0.49,7,Active,0.6666666666666666,10.0,15,206206.1,0.37763060372227164
ACC01114,R05,Logistics,707,5342078.2,2.7729,2.50–5.00,1,Active,1.0,6.666666666666667,-5,17691804.27,0.07038012909607898
ACC01115,R47,Financial services,91,659487.3,1.3098,1.00–1.49,1,Active,1.0,5.0,15,448503.32,0.2225982113187085
ACC01116,R36,Logistics,242,2013239.17,0.9352,0.50–0.99,2,Active,1.0,0.0,0,713567.13,0.15582779036213285
ACC01117,R07,Professional services,173,1207750.9,2.3804,1.50–2.49,10,Active,0.6666666666666666,3.3333333333333335,-5,2336705.4,0.17801925545207695
ACC01118,R39,Logistics,551,2954867.37,0.2349,0.15–0.49,6,Active,0.6666666666666666,11.666666666666666,20,711418.41,0.14234415955993257
ACC01119,R45,Healthcare,112,666456.68,0.9389,0.50–0.99,6,Active,1.0,-1.6666666666666667,0,231316.51,0.2416886932606572
ACC01120,R43,Manufacturing,494,3178367.95,0.6034,0.50–0.99,11,Active,1.0,5.0,5,1781000.46,0.11207195435977509
ACC01121,R39,Healthcare,311,2013822.92,1.4782,1.00–1.49,5,Active,0.6666666666666666,20.0,15,2458719.7,0.12656346739002122
ACC01122,R24,Hospitality,209,2328492.89,4.5488,2.50–5.00,2,Active,1.0,6.666666666666667,-10,4648060.12,0.1048978966278698
ACC01123,R20,Retail,206,1293172.97,0.7293,0.50–0.99,6,Active,1.0,10.0,10,783833.73,0.18881330099200336
ACC01124,R42,Technology,104,563889.75,1.1115,1.00–1.49,6,Active,1.0,8.333333333333334,25,474015.7,0.20300434825717129
ACC01125,R41,Financial services,199,1181978.14,1.3415,1.00–1.49,9,Active,1.0,10.0,-5,1242791.34,0.1896513040040042
ACC01126,R34,Hospitality,334,2379229.86,0.2107,0.15–0.49,6,Active,0.6666666666666666,11.666666666666666,0,652404.8,0.15421100245078945
ACC01127,R04,Technology,78,476809.5,0.9177,0.50–0.99,7,Active,0.6666666666666666,13.333333333333334,5,233396.6,0.26346367853650676
ACC01128,R22,Hospitality,306,1556844.68,0.2019,0.15–0.49,5,Active,0.6666666666666666,-1.6666666666666667,5,559090.2,0.17179170422874543
ACC01129,R06,Retail,394,2341446.74,1.3569,1.00–1.49,2,Active,1.0,-1.6666666666666667,0,2122084.73,0.1399822266347947
ACC01130,R24,Retail,72,558072.64,0.5322,0.50–0.99,2,Active,0.6666666666666666,11.666666666666666,20,187671.8,0.34760072189150915
ACC01131,R29,Retail,1052,7864406.46,1.4091,1.00–1.49,8,Active,1.0,8.333333333333334,15,6255782.91,0.07656173160958889
ACC01132,R26,Healthcare,100,667051.03,0.8709,0.50–0.99,3,Active,1.0,-5.0,-15,280654.18,0.2984018374113007
ACC01133,R13,Healthcare,62,403473.67,1.2223,1.00–1.49,11,Active,1.0,6.666666666666667,0,434805.84,0.24348254271176448
ACC01134,R31,Professional services,128,868515.44,0.434,0.15–0.49,2,Active,1.0,11.666666666666666,25,220353.68,0.19972963219684442
ACC01135,R45,Professional services,649,3571468.0,0.3054,0.15–0.49,2,Active,1.0,6.666666666666667,10,1166464.03,0.11992589304615192
ACC01136,R09,Technology,259,2023304.18,0.7915,0.50–0.99,3,Active,1.0,11.666666666666666,20,744841.34,0.1545501721997043
ACC01137,R32,Hospitality,94,505459.36,0.6365,0.50–0.99,3,Active,1.0,1.6666666666666667,-10,361662.61,0.22387959079510686
ACC01138,R19,Retail,72,539805.48,0.9072,0.50–0.99,1,Active,0.3333333333333333,11.666666666666666,20,326295.83,0.26530678638632965
ACC01139,R12,Technology,1096,8843307.17,1.2471,1.00–1.49,12,Active,0.6666666666666666,13.333333333333334,15,7522469.69,0.07137394094547636
ACC01140,R07,Logistics,430,2829577.71,2.1616,1.50–2.49,8,Active,1.0,3.3333333333333335,-5,6162303.03,0.12749692244583288
ACC01141,R22,Healthcare,253,1688767.05,0.5075,0.50–0.99,2,Active,1.0,3.3333333333333335,10,904624.0499999999,0.14105007697693148
ACC01142,R05,Logistics,124,745021.74,1.0416,1.00–1.49,9,Active,1.0,8.333333333333334,10,596531.7000000001,0.22219625198972748
ACC01143,R18,Retail,190,1576742.2,0.913,0.50–0.99,10,Active,1.0,1.6666666666666667,-5,757633.75,0.15646119962460658
ACC01144,R48,Logistics,248,1770518.9,2.3004,1.50–2.49,3,Active,1.0,6.666666666666667,15,3773876.93,0.15216550950356755
ACC01145,R28,Logistics,280,1405346.62,0.6463,0.50–0.99,6,Active,0.6666666666666666,10.0,5,890001.09,0.17064801529907017
ACC01146,R08,Manufacturing,295,2008439.88,1.1826,1.00–1.49,5,Active,1.0,15.0,25,2056548.38,0.13916323947532414
ACC01147,R20,Retail,174,1121534.45,0.2589,0.15–0.49,8,Active,0.3333333333333333,11.666666666666666,5,251237.56,0.29002704249083155
ACC01148,R11,Manufacturing,449,2657842.16,0.3844,0.15–0.49,11,Active,0.6666666666666666,11.666666666666666,20,677095.63,0.12248761666746232
ACC01149,R19,Healthcare,88,580850.24,1.1614,1.00–1.49,9,Active,0.6666666666666666,5.0,15,518583.61,0.2137461598489618
ACC01150,R20,Manufacturing,75,468488.48,0.9709,0.50–0.99,1,Active,1.0,-6.666666666666667,-10,199471.94,0.2678256538555575
ACC01151,R38,Hospitality,238,1527132.43,0.7259,0.50–0.99,5,Active,1.0,6.666666666666667,5,821687.57,0.15040427002122378
ACC01152,R04,Logistics,247,1742506.65,1.296,1.00–1.49,1,Active,1.0,0.0,0,1991352.3800000001,0.34565964216035266
ACC01153,R21,Technology,414,3611790.77,0.9819,0.50–0.99,3,Active,1.0,5.0,5,1506224.28,0.13432598956042827
ACC01154,R21,Manufacturing,273,1595774.92,0.3002,0.15–0.49,7,Active,0.6666666666666666,3.3333333333333335,0,646834.09,0.28453319137328814
ACC01155,R26,Professional services,371,3652136.6,1.0503,1.00–1.49,8,Active,0.6666666666666666,11.666666666666666,15,2470133.65,0.12872740292977716
ACC01156,R46,Hospitality,337,1870082.89,0.4692,0.15–0.49,7,Active,1.0,15.0,15,538363.76,0.13901079311096834
ACC01157,R17,Healthcare,332,2075205.98,0.9592,0.50–0.99,4,Active,1.0,6.666666666666667,5,1087536.97,0.15137895815240454
ACC01158,R08,Logistics,702,4029198.39,0.6949,0.50–0.99,10,Active,0.6666666666666666,8.333333333333334,10,2512212.3,0.1060136730286128
ACC01159,R39,Professional services,457,2467001.39,0.2484,0.15–0.49,3,Active,0.6666666666666666,-3.3333333333333335,5,650216.71,0.11226290801915705
ACC01160,R13,Healthcare,2406,14382808.07,0.1703,0.15–0.49,2,Active,0.3333333333333333,-5.0,-15,3992238.92,0.06265298080736867
ACC01161,R08,Manufacturing,126,964171.68,2.4283,1.50–2.49,2,Active,1.0,1.6666666666666667,5,1127957.09,0.16907930235177454
ACC01162,R25,Financial services,121,1044413.53,3.1534,2.50–5.00,5,Active,1.0,-3.3333333333333335,-5,3566134.07,0.23436325065733654
ACC01163,R24,Technology,141,757765.56,0.2327,0.15–0.49,10,Active,0.6666666666666666,13.333333333333334,10,232270.02000000002,0.22377712294093083
ACC01164,R04,Manufacturing,585,5276312.75,1.0852,1.00–1.49,12,Active,1.0,0.0,10,3764521.71,0.1286750188865434
ACC01165,R02,Technology,191,1245429.83,1.14,1.00–1.49,9,Active,1.0,1.6666666666666667,0,1310277.05,0.18512038269605666
ACC01166,R31,Financial services,379,2590095.81,0.87,0.50–0.99,11,Active,1.0,11.666666666666666,15,1147198.67,0.13393089652298984
ACC01167,R23,Manufacturing,274,1842045.51,0.7855,0.50–0.99,5,Active,0.3333333333333333,1.6666666666666667,10,659036.35,0.13580199394077191
ACC01168,R09,Healthcare,159,1243712.45,2.87,2.50–5.00,10,Active,1.0,8.333333333333334,20,5337940.0,0.13944698627421653
ACC01169,R21,Manufacturing,285,1470241.77,0.699,0.50–0.99,10,Active,0.6666666666666666,1.6666666666666667,-15,907109.88,0.16309539835932207
ACC01170,R26,Healthcare,655,4705019.62,0.5278,0.50–0.99,11,Active,1.0,8.333333333333334,15,2726046.14,0.1174676185048637
ACC01171,R20,Financial services,876,5388758.43,0.5203,0.50–0.99,3,Active,1.0,10.0,0,3411666.6,0.13592174824479936
ACC01172,R20,Financial services,351,1966132.69,0.5465,0.50–0.99,8,Active,1.0,3.3333333333333335,0,1019900.13,0.12859229205200917
ACC01173,R37,Logistics,154,993295.3,0.3752,0.15–0.49,2,Active,1.0,5.0,-10,330327.9,0.2103847659667406
ACC01174,R25,Technology,124,767682.02,0.8848,0.50–0.99,3,Active,1.0,8.333333333333334,-10,480141.26,0.20974251445827588
ACC01175,R16,Financial services,627,5062339.17,0.849,0.50–0.99,10,Active,1.0,-1.6666666666666667,10,2183954.97,0.1050028481689812
ACC01176,R09,Financial services,85,607824.58,1.4157,1.00–1.49,1,Active,1.0,13.333333333333334,15,871524.73,0.21730938641555164
ACC01177,R04,Hospitality,364,1993639.28,0.3049,0.15–0.49,1,Active,1.0,8.333333333333334,15,471593.82,0.13955202375617412
ACC01178,R31,Retail,202,1279338.73,0.9384,0.50–0.99,5,Active,0.6666666666666666,0.0,5,460174.72000000003,0.19215539724410952
ACC01179,R35,Hospitality,142,996193.18,1.464,1.00–1.49,4,Active,1.0,3.3333333333333335,5,721533.08,0.18460676524288142
ACC01180,R06,Technology,314,2242138.66,3.8089,2.50–5.00,6,Active,1.0,5.0,-10,9930255.64,0.09791646223140281
ACC01181,R20,Technology,145,843079.11,0.2255,0.15–0.49,5,Active,0.3333333333333333,11.666666666666666,0,190553.28,0.19739410383552522
ACC01182,R25,Hospitality,73,718855.83,4.7403,2.50–5.00,6,Active,1.0,11.666666666666666,20,1752198.52,0.17730588559401944
ACC01183,R17,Financial services,191,1472270.75,0.585,0.50–0.99,8,Active,0.6666666666666666,3.3333333333333335,10,542415.72,0.19805375882260734
ACC01184,R48,Retail,531,4961104.89,3.2517,2.50–5.00,1,Active,1.0,6.666666666666667,5,16888772.12,0.14278136066222344
ACC01185,R07,Logistics,177,981524.94,0.4885,0.15–0.49,7,Active,1.0,10.0,0,337040.64,0.22245475779238166
ACC01186,R06,Logistics,148,905376.74,0.9363,0.50–0.99,1,Active,0.6666666666666666,5.0,5,579136.09,0.2765520021695339
ACC01187,R40,Healthcare,150,1115913.72,0.2472,0.15–0.49,10,Active,0.6666666666666666,6.666666666666667,5,157101.1,0.25492699446485506
ACC01188,R14,Logistics,172,1081380.7,0.5149,0.50–0.99,1,Active,1.0,0.0,-10,496146.07,0.2002573385504595
ACC01189,R21,Healthcare,258,1503348.4,0.2392,0.15–0.49,8,Active,1.0,8.333333333333334,0,413763.4,0.16812529195934683
ACC01190,R41,Professional services,107,801168.57,0.6973,0.50–0.99,8,Active,0.6666666666666666,0.0,-5,421640.67,0.2389623326063163
ACC01191,R42,Retail,330,2191933.42,0.5297,0.50–0.99,3,Active,1.0,15.0,20,1221658.32,0.1603258191183759
ACC01192,R33,Professional services,412,2366627.27,0.615,0.50–0.99,11,Active,0.6666666666666666,10.0,20,1355810.67,0.16378936655436438
ACC01193,R08,Financial services,452,2572047.6,0.2131,0.15–0.49,6,Active,0.6666666666666666,8.333333333333334,10,481290.18,0.1414457799096105
ACC01194,R05,Retail,88,536726.22,1.0914,1.00–1.49,3,Active,0.3333333333333333,-1.6666666666666667,10,711418.5,0.3130505711520674
ACC01195,R46,Technology,111,1005112.58,0.9027,0.50–0.99,6,Active,0.6666666666666666,8.333333333333334,-5,298170.31,0.2000344531952534
ACC01196,R39,Hospitality,211,1844545.65,1.5599,1.50–2.49,10,Active,1.0,6.666666666666667,0,3040542.38,0.13335511137058953
ACC01197,R19,Healthcare,1146,11421852.75,0.7076,0.50–0.99,2,Active,1.0,3.3333333333333335,-5,3738749.05,0.09584088682181202
ACC01198,R37,Healthcare,274,2204282.0,0.8705,0.50–0.99,10,Active,1.0,5.0,10,908302.9,0.14234923059364
ACC01199,R23,Financial services,274,2718832.71,1.6823,1.50–2.49,10,Active,1.0,10.0,5,4004352.54,0.13645350988094979
ACC01200,R34,Retail,688,4600039.55,1.8053,1.50–2.49,8,Active,0.6666666666666666,6.666666666666667,15,10156667.66,0.07401502506444932
ACC01201,R20,Financial services,122,1091168.61,2.2296,1.50–2.49,5,Active,1.0,-3.3333333333333335,-15,2080409.26,0.18891083784365423
ACC01202,R45,Healthcare,862,5943972.1,0.5835,0.50–0.99,7,Active,1.0,10.0,15,3034138.44,0.09613864812671621
ACC01203,R02,Technology,77,602262.27,0.7451,0.50–0.99,6,Active,0.3333333333333333,11.666666666666666,15,251615.63,0.22215666793531683
ACC01204,R38,Healthcare,651,4111461.86,1.0264,1.00–1.49,3,Active,1.0,6.666666666666667,0,3839338.92,0.10493026250528503
ACC01205,R37,Technology,694,4134875.69,0.5729,0.50–0.99,1,Active,1.0,5.0,20,2531911.54,0.09910929332934458
ACC01206,R02,Hospitality,302,2249952.4,0.8215,0.50–0.99,9,Active,0.6666666666666666,6.666666666666667,10,961723.85,0.1480817299622769
ACC01207,R22,Financial services,126,987386.53,2.35,1.50–2.49,3,Active,1.0,6.666666666666667,5,2294310.82,0.26636443685906863
ACC01208,R33,Manufacturing,141,1292721.6,2.2582,1.50–2.49,12,Active,1.0,8.333333333333334,5,1797202.26,0.1657303843420755
ACC01209,R05,Hospitality,167,879283.13,0.8034,0.50–0.99,9,Active,1.0,-3.3333333333333335,-5,574696.17,0.18236596702788765
ACC01210,R06,Logistics,121,675245.3,0.3034,0.15–0.49,7,Active,0.3333333333333333,3.3333333333333335,15,97433.93000000001,0.23299236324465655
ACC01211,R21,Financial services,175,1137741.46,0.5978,0.50–0.99,12,Active,1.0,5.0,5,471313.39999999997,0.17714199412076181
ACC01212,R34,Healthcare,164,1175218.71,0.9793,0.50–0.99,5,Active,0.6666666666666666,-1.6666666666666667,0,463363.64,0.1669033460551252
ACC01213,R16,Retail,62,508454.29,1.3222,1.00–1.49,6,Active,0.6666666666666666,11.666666666666666,20,544398.9099999999,0.5625047832425702
ACC01214,R04,Manufacturing,221,1238369.05,0.8992,0.50–0.99,4,Active,0.6666666666666666,15.0,20,701449.76,0.16865751802775217
ACC01215,R17,Retail,177,1100028.28,0.8297,0.50–0.99,7,Active,0.6666666666666666,-6.666666666666667,-10,618746.94,0.18804082814345366
ACC01216,R40,Retail,133,904468.69,0.7053,0.50–0.99,9,Active,1.0,5.0,0,492512.33,0.2094458553876058
ACC01217,R12,Logistics,205,1794368.76,1.2438,1.00–1.49,1,Active,1.0,8.333333333333334,0,1354293.3800000001,0.1570389454914875
ACC01218,R02,Financial services,494,4552358.69,0.741,0.50–0.99,3,Active,0.6666666666666666,5.0,0,1804530.17,0.11320805869204249
ACC01219,R11,Manufacturing,130,815911.39,0.2737,0.15–0.49,2,Active,1.0,6.666666666666667,10,144611.37,0.2519917718511939
ACC01220,R48,Technology,225,1171527.8,1.2965,1.00–1.49,5,Active,1.0,8.333333333333334,5,1221309.7,0.11778594249265717
ACC01221,R06,Manufacturing,148,1177942.84,2.3406,1.50–2.49,1,Active,1.0,8.333333333333334,15,1838042.73,0.1429367630443922
ACC01222,R02,Retail,329,2186468.17,1.5125,1.50–2.49,7,Active,0.3333333333333333,3.3333333333333335,10,4674374.99,0.11034980184171791
ACC01223,R37,Financial services,250,1787557.94,0.5026,0.50–0.99,8,Active,1.0,5.0,5,1154011.8900000001,0.25001703444928075
ACC01224,R13,Manufacturing,193,1445329.29,0.7807,0.50–0.99,8,Active,1.0,5.0,-5,565799.97,0.2499013832404721
ACC01225,R10,Professional services,354,3441908.49,0.6409,0.50–0.99,8,Active,0.6666666666666666,16.666666666666668,25,1486443.33,0.17202248290391192
ACC01226,R39,Professional services,207,1174259.89,0.87,0.50–0.99,12,Active,1.0,10.0,10,638597.07,0.1505132474221144
ACC01227,R33,Retail,689,3417978.72,0.3706,0.15–0.49,1,Active,0.6666666666666666,1.6666666666666667,15,1141266.48,0.11371160702219694
ACC01228,R48,Logistics,132,774608.7,0.2024,0.15–0.49,6,Active,0.3333333333333333,3.3333333333333335,-5,230391.58,0.3000587724224197
ACC01229,R21,Healthcare,373,3213387.51,3.8193,2.50–5.00,9,Active,1.0,8.333333333333334,5,11229010.25,0.09986027011452242
ACC01230,R18,Retail,347,2935147.83,0.6821,0.50–0.99,2,Active,1.0,6.666666666666667,5,1200551.08,0.1310145684868694
ACC01231,R45,Hospitality,332,1616835.13,0.4587,0.15–0.49,11,Active,1.0,3.3333333333333335,0,544120.55,0.1566893235186749
ACC01232,R46,Professional services,208,2133275.61,0.5326,0.50–0.99,9,Active,0.6666666666666666,6.666666666666667,5,722881.12,0.21119263174083666
ACC01233,R18,Healthcare,3393,27473632.2,0.688,0.50–0.99,10,Active,1.0,13.333333333333334,15,12571994.4,0.04818126282722888
ACC01234,R47,Healthcare,360,2674713.03,0.5783,0.50–0.99,6,Active,0.6666666666666666,5.0,5,1262262.32,0.1331592221347775
ACC01235,R41,Professional services,628,4669345.67,0.2582,0.15–0.49,5,Active,1.0,6.666666666666667,0,1118385.41,0.19295883476785836
ACC01236,R38,Logistics,328,2008377.81,0.7823,0.50–0.99,10,Active,1.0,10.0,15,1219852.21,0.14882417262713682
ACC01237,R28,Healthcare,193,1458990.59,0.6476,0.50–0.99,3,Active,0.6666666666666666,15.0,25,573846.78,0.17015960143174189
ACC01238,R32,Manufacturing,272,1898094.75,2.2729,1.50–2.49,4,Active,1.0,6.666666666666667,0,3645488.76,0.12091380796471515
ACC01239,R19,Technology,273,1601836.77,0.2568,0.15–0.49,5,Active,1.0,6.666666666666667,-15,366682.41,0.17622095502364069
ACC01240,R31,Manufacturing,74,459538.19,1.2375,1.00–1.49,8,Active,1.0,3.3333333333333335,0,525735.5599999999,0.26543574247057344
ACC01241,R15,Financial services,104,798713.98,1.6314,1.50–2.49,3,Active,1.0,11.666666666666666,10,1145297.98,0.26364031108074437
ACC01242,R28,Financial services,286,1618033.75,0.9358,0.50–0.99,5,Active,1.0,8.333333333333334,-5,986410.42,0.11179824884331517
ACC01243,R21,Financial services,229,1341905.89,2.3031,1.50–2.49,12,Active,1.0,-1.6666666666666667,0,1959953.69,0.13292913555073063
ACC01244,R06,Hospitality,796,4875785.91,0.8806,0.50–0.99,10,Active,0.6666666666666666,5.0,10,2875089.37,0.10772977387802692
ACC01245,R38,Logistics,316,2876440.98,2.8545,2.50–5.00,12,Active,1.0,0.0,0,9243928.41,0.11555393553717397
ACC01246,R35,Manufacturing,460,2408423.55,2.4217,1.50–2.49,3,Active,0.6666666666666666,6.666666666666667,5,5896523.43,0.10233298665155406
ACC01247,R05,Hospitality,152,1542976.48,4.9998,2.50–5.00,5,Active,1.0,8.333333333333334,0,3411406.57,0.12922767629788356
ACC01248,R17,Technology,121,523377.59,0.1579,0.15–0.49,10,Active,1.0,-5.0,0,125023.59,0.2608373520375983
ACC01249,R07,Technology,405,3594420.24,2.3645,1.50–2.49,3,Active,1.0,11.666666666666666,5,4925535.5200000005,0.11219924132291101
ACC01250,R13,Healthcare,231,1548950.58,1.5564,1.50–2.49,11,Active,1.0,15.0,15,3271285.7,0.17921805301785818
ACC01251,R31,Retail,833,5008026.42,0.2976,0.15–0.49,8,Active,1.0,6.666666666666667,0,1336116.31,0.1067389968345013
ACC01252,R06,Hospitality,88,742027.07,2.1922,1.50–2.49,8,Active,1.0,11.666666666666666,10,492420.26,0.18326804439859418
ACC01253,R13,Retail,62,372886.91,0.3164,0.15–0.49,4,Active,0.6666666666666666,8.333333333333334,5,58530.81,0.2462811257758816
ACC01254,R38,Retail,374,2224526.87,0.9026,0.50–0.99,1,Active,0.6666666666666666,10.0,5,2179756.64,0.24375422968671723
ACC01255,R47,Manufacturing,552,4516020.06,4.3199,2.50–5.00,12,Active,1.0,6.666666666666667,10,17820658.39,0.08589342029575359
ACC01256,R10,Manufacturing,217,1623801.11,0.5631,0.50–0.99,8,Active,0.6666666666666666,11.666666666666666,10,1086140.29,0.1998259122994172
ACC01257,R13,Technology,89,913799.84,0.8827,0.50–0.99,10,Active,1.0,-3.3333333333333335,0,584797.94,0.36386741127694233
ACC01258,R28,Professional services,171,827677.76,0.2795,0.15–0.49,11,Active,0.3333333333333333,1.6666666666666667,10,329639.04,0.26100933657239855
ACC01259,R47,Manufacturing,278,2013455.8,1.2886,1.00–1.49,7,Active,1.0,1.6666666666666667,-5,2201862.82,0.1477320788135061
ACC01260,R12,Financial services,90,690733.81,0.8671,0.50–0.99,3,Active,1.0,3.3333333333333335,0,319125.49,0.30358758879286474
ACC01261,R03,Logistics,260,2079389.09,2.205,1.50–2.49,10,Active,1.0,0.0,-5,3647207.95,0.14370116383540138
ACC01262,R01,Technology,335,2302240.11,0.8775,0.50–0.99,12,Active,1.0,11.666666666666666,25,1601831.86,0.16072574715660742
ACC01263,R05,Retail,607,3854492.92,0.6575,0.50–0.99,8,Active,1.0,-5.0,-15,2125330.34,0.10504189450320724
ACC01264,R43,Logistics,144,988477.37,4.0078,2.50–5.00,2,Active,1.0,3.3333333333333335,20,3222244.86,0.15300051875291842
ACC01265,R42,Healthcare,134,868083.45,0.5252,0.50–0.99,8,Active,1.0,3.3333333333333335,5,220431.88,0.187007575782388
ACC01266,R30,Healthcare,186,1012034.41,0.2782,0.15–0.49,5,Active,1.0,6.666666666666667,10,212125.5,0.1980180098824203
ACC01267,R12,Retail,405,2549437.82,0.3588,0.15–0.49,4,Active,0.3333333333333333,15.0,10,754034.88,0.1481438343963323
ACC01268,R40,Hospitality,246,1327636.06,0.4638,0.15–0.49,5,Active,0.6666666666666666,8.333333333333334,-5,362535.96,0.20057156757643296
